"Mid","MGenre","MName","PYear","Did","Views","Rid"
9527,"Children & Family Movies","Garfield's Fun Fest",2008,"2774",2862730,9123
3687,"Children & Family Movies","Garfield's Pet Force",2009,"2774",12824300,5835
5308,"Action & Adventure","Ghost Rider",2007,"7997",18615074,4107
3225,"Horror Movies","Ghost Stories",2020,"9971",2843934,8963
2657,"Action & Adventure","Godzilla",1998,"4160",12666820,6569
2227,"Children & Family Movies","Hairspray",2007,"9282",14349027,8819
6265,"Comedies","Harold & Kumar Go to White Castle",2004,"8011",8428694,3360
3397,"Comedies","Hitch",2005,"2752",18616955,8229
7329,"Action & Adventure","Hunt to Kill",2010,"3355",2820875,4908
3970,"Action & Adventure","Inception",2010,"8847",6223677,8251
2598,"Comedies","Instructions Not Included",2013,"3265",14418378,5714
5359,"Stand-Up Comedy","Jeff Dunham: Unhinged in Hollywood",2015,"1423",10764072,5848
3512,"Children & Family Movies","Jimmy Neutron: Boy Genius",2001,"6636",7783817,9097
3352,"Comedies","Julie & Julia",2009,"4234",6116331,8737
7638,"Comedies","Kate & Leopold",2001,"4717",19308804,3867
7037,"Action & Adventure","Kill Bill: Vol. 1",2003,"8628",17062719,9790
8003,"Action & Adventure","Kill Bill: Vol. 2",2004,"8628",11775127,2427
3601,"Comedies","Kingpin",1996,"6404",2970493,5281
5993,"Thrillers","Kiss the Girls",1997,"3519",8440817,5518
7646,"Classic Movies","La Bamba",1987,"5876",10256842,3220
4137,"Children & Family Movies","Legend of the Guardians: The Owls of Ga'Hoole",2010,"8293",10892165,8857
2405,"Children & Family Movies","Luccas Neto in: Children's Day",2019,"2518",2910581,2337
5375,"Dramas","Magnolia",1999,"5338",5862421,6084
9370,"Dramas","Mandi",1983,"7070",13032671,3312
7816,"Comedies","Mansfield Park",1999,"7553",7012354,8282
4702,"Comedies","Monster-in-Law",2005,"8091",12782112,3042
3712,"Dramas","Moon",2009,"2455",17613073,7316
8387,"Dramas","My Girl",1991,"1379",14390129,6407
7817,"Children & Family Movies","New York Minute",2004,"2220",11739533,6712
5168,"Dramas","Pan's Labyrinth",2006,"6521",11041527,8043
2575,"Horror Movies","Paranormal Activity",2007,"1095",15496579,3964
8413,"Action & Adventure","Patriot Games",1992,"2661",16467994,8710
4289,"Anime Features","Pokémon the Movie: Power of Us",2018,"3130",10365635,4479
2987,"Dramas","Posesif",2017,"2284",18940173,7868
7430,"Action & Adventure","Resident Evil: Afterlife",2010,"4328",15546977,5978
3452,"Action & Adventure","Riot",2015,"3974",16363901,4809
4938,"Comedies","Road Trip: Beer Pong",2009,"1409",2223597,2251
3896,"Comedies","Scary Movie",2000,"9164",7393954,6792
4533,"Action & Adventure","Seal Team Six: The Raid on Osama Bin Laden",2012,"8582",18386003,7914
1955,"Horror Movies","Siren",2016,"3173",17330597,8330
5002,"Thrillers","Sliver",1993,"2661",5075288,8743
7711,"Children & Family Movies","Snow Day",2000,"4728",13210819,8220
5929,"Classic Movies","Strictly Ballroom",1992,"5430",15609450,3541
4718,"Children & Family Movies","Stuart Little",1999,"9048",5702600,5082
8916,"Children & Family Movies","Stuart Little 2",2002,"9048",8310650,5752
2521,"Dramas","Sweeney Todd: The Demon Barber of Fleet Street",2007,"5172",8074095,9237
4603,"Children & Family Movies","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,"9686",2766221,5528
7392,"Action & Adventure","Teenage Mutant Ninja Turtles: The Movie",1990,"2817",4732170,6032
9087,"Action & Adventure","Terminator 3: Rise of the Machines",2003,"8908",3305091,9098
2167,"Action & Adventure","Terminator Salvation",2009,"5785",1998819,7630
3866,"Horror Movies","The Amityville Horror",2005,"5074",8453672,5820
7772,"Horror Movies","The Craft",1996,"6903",15096920,6691
2295,"Classic Movies","The Crying Game",1992,"1952",10837249,8616
4136,"Action & Adventure","The Dukes of Hazzard",2005,"5153",14701870,3818
7029,"Action & Adventure","The Dukes of Hazzard: The Beginning",2007,"5935",13268798,5815
2994,"Horror Movies","The Final Destination",2009,"2389",8766381,5265
6298,"Comedies","The Invention of Lying",2009,"4689",16283309,3666
7469,"Action & Adventure","The Lord of the Rings: The Return of the King",2003,"9622",13269611,7060
5412,"Action & Adventure","The Lord of the Rings: The Two Towers",2002,"9622",9848818,5462
7790,"Action & Adventure","The Mask of Zorro",1998,"3992",1915373,9756
8659,"Comedies","The Naked Gun 2 1/2: The Smell of Fear",1991,"9964",19639789,9692
2629,"Comedies","The Naked Gun: From the Files of Police Squad!",1988,"9964",7683674,2024
4846,"Classic Movies","The Natural",1984,"3947",4981227,5761
5544,"Stand-Up Comedy","The Original Kings of Comedy",2000,"8100",3180499,9271
7108,"Action & Adventure","The Peacemaker",1997,"6804",12543290,7711
5557,"Horror Movies","The Ring",2002,"6547",9845673,4982
2848,"Dramas","The Talented Mr. Ripley",1999,"9665",8756071,2993
3971,"Comedies","Tremors",1990,"7581",2469422,7920
8153,"Comedies","Tremors 2: Aftershocks",1995,"7586",10353869,4710
9799,"Comedies","Tremors 3: Back to Perfection",2001,"9152",19084463,5184
7175,"Comedies","Tremors 4: The Legend Begins",2004,"7586",19823099,7303
3834,"Comedies","Tremors 5:  Bloodline",2015,"3267",5913514,3993
5029,"Classic Movies","True Grit",1969,"1753",18051155,6450
1740,"Comedies","Up in the Air",2009,"5775",19656506,8442
8356,"Horror Movies","What Lies Beneath",2000,"5271",4157272,4622
8246,"Action & Adventure","Wild Wild West",1999,"7241",8915239,4202
2370,"Children & Family Movies","Willy Wonka & the Chocolate Factory",1971,"4969",9105674,5323
7417,"Action & Adventure","Wyatt Earp",1994,"1435",9492094,4163
2663,"Comedies","Yes Man",2008,"8948",15230358,2957
9462,"Dramas","A Perfect Ending",2012,"1200",5395775,8944
8689,"Dramas","Across the Universe",2007,"6460",7517939,8362
4207,"Dramas","Babel",2006,"4230",19600678,3440
8564,"Comedies","Back to the 90s",2015,"8439",10366026,9566
4172,"Action & Adventure","Black Hawk Down",2001,"1938",13560504,2662
3162,"Action & Adventure","Chappie",2015,"4236",7023014,6116
7039,"Children & Family Movies","Christmas with the Kranks",2004,"3110",11815833,2501
9719,"Children & Family Movies","Daddy Day Care",2003,"7114",4594878,4781
6114,"Independent Movies","Gone are the Days",2018,"6586",2477805,7839
6748,"Dramas","Hell or High Water",2016,"4849",8745180,5803
6362,"Action & Adventure","Indiana Jones and the Kingdom of the Crystal Skull",2008,"1656",3863361,3185
6416,"Action & Adventure","Indiana Jones and the Last Crusade",1989,"1656",5566041,8738
2373,"Action & Adventure","Indiana Jones and the Raiders of the Lost Ark",1981,"1656",14090442,2802
3822,"Action & Adventure","Indiana Jones and the Temple of Doom",1984,"1656",16523331,9788
2325,"Comedies","Jay and Silent Bob Strike Back",2001,"7992",17940692,2732
8322,"Dramas","Jersey Boys",2014,"5030",6346891,6818
5927,"Documentaries","Kevyn Aucoin: Beauty & the Beast in Me",2017,"5634",2664310,2383
4574,"Comedies","Krystal",2017,"3309",13467909,4265
9039,"Dramas","Last Night",2010,"8759",8005345,8192
1562,"Action & Adventure","Lock, Stock and Two Smoking Barrels",1998,"8220",9887966,5392
2744,"Dramas","Merku Thodarchi Malai",2018,"2766",1765809,3576
5502,"Dramas","Mona Lisa Smile",2003,"8617",18492830,2047
9419,"Stand-Up Comedy","Moshe Kasher: Live in Oakland",2012,"7704",13618402,3324
5645,"Thrillers","Perfect Stranger",2007,"8041",15348326,6882
5986,"Anime Features","Pokémon the Movie: I Choose You!",2017,"1668",10248978,8832
4118,"Classic Movies","Pulp Fiction",1994,"8628",18493597,4146
3473,"International Movies","Puriyatha Puthir",2017,"3261",12389172,7872
7545,"Dramas","Taramani",2017,"3443",4340387,8243
2239,"Action & Adventure","Tears of the Sun",2003,"1170",7756998,6273
1825,"Dramas","The Boy in the Striped Pajamas",2008,"3211",14720576,6059
7127,"Action & Adventure","The Crow",1994,"4766",12221071,2513
5251,"Dramas","The Pass",2016,"2054",13538297,5564
2424,"Dramas","Trash",2014,"8396",12337705,4166
1579,"Stand-Up Comedy","Whitney Cummings: Money Shot",2010,"4446",13909023,4467
6543,"Action & Adventure","XXx",2002,"3657",1781123,7516
5550,"Action & Adventure","XXX: State of the Union",2005,"5008",15202807,7767
2277,"Comedies","Aajcha Divas Majha",2013,"2531",7668522,8916
6820,"Comedies","Aata Pita",2010,"8776",16337118,6349
6124,"Dramas","Badha",2006,"6989",13403505,5762
9015,"Children & Family Movies","Camp Cool Kids",2017,"5126",1570731,6624
3912,"Dramas","Chittagong",2012,"4892",17296235,8835
2632,"Dramas","Devrai",2004,"6989",834585,2859
5957,"Documentaries","Dries",2017,"9421",19787563,7344
4466,"Dramas","Fandry",2014,"3387",12690497,5306
1611,"Comedies","Green White Green (And All the Beautiful Colours in My Mosaic of Madness)",2016,"6092",6154330,6654
6932,"Horror Movies","Happy Hunting",2017,"7974",6827500,8212
4143,"Thrillers","Heartthrob",2017,"9994",13715685,6755
9375,"Dramas","Hridaynath",2012,"7778",15052317,3475
1713,"Classic Movies","Hum Aapke Hain Koun",1994,"6923",1974320,6639
4379,"Dramas","Hum Saath-Saath Hain",1999,"6923",2445706,9289
8101,"Comedies","Ideachi Kalpana",2010,"1735",11163948,6167
4067,"Action & Adventure","Jora 10 Numbaria",2017,"7965",17909001,3194
6398,"Documentaries","Justin Bieber: Never Say Never",2011,"4118",8130725,3510
5021,"Comedies","Kay Dyache Bola",2005,"2531",12536646,5623
4692,"Dramas","Maacher Jhol",2017,"5473",19845931,9881
8170,"Documentaries","Maddman: The Steve Madden Story",2017,"6795",13226035,6384
4341,"Dramas","Maine Pyar Kiya",1989,"6923",2522416,7133
2692,"Documentaries","Martin Luther: The Idea that Changed the World",2017,"9868",14457958,6424
9000,"Comedies","Maza Pati Karodpati",1988,"1735",13461488,4915
3373,"Comedies","Mi Shivajiraje Bhosale Boltoy",2009,"6515",12333925,6908
9270,"Children & Family Movies","Monster High: Escape from Skull Shores",2012,"8284",15031368,6920
2430,"Children & Family Movies","Monster High: Friday Night Frights",2013,"4048",10605739,6291
5095,"Children & Family Movies","Monster High: Fright On!",2011,"2292",5472371,4392
6239,"Children & Family Movies","Monster High: Frights, Camera, Action!",2014,"5796",6042000,6594
4280,"Children & Family Movies","Monster High: Why Do Ghouls Fall in Love?",2013,"4048",4423884,9911
6252,"Documentaries","Now More Than Ever: The History of Chicago",2016,"3354",17948295,9673
6168,"Dramas","Nymphomaniac: Volume 1",2013,"7826",16264535,6155
8472,"Dramas","Planetarium",2016,"6626",19253464,8925
8870,"Documentaries","Residente",2017,"3732",8148903,8653
7836,"Comedies","Sanai Choughade",2008,"7309",15277619,4199
2451,"Comedies","Shahanpan Dega Deva",2011,"8925",7026983,6723
5189,"Dramas","Super Dark Times",2017,"6368",6536872,2548
6049,"Action & Adventure","The Age of Shadows",2016,"2809",7842871,7700
7483,"Dramas","The Arbitration",2016,"3611",7545186,7363
9611,"Dramas","The Damned Rain",2009,"9834",18110026,7167
6557,"Dramas","The Rehearsal",2016,"4597",9843261,5586
7511,"Thrillers","The Trigger Effect",1996,"7048",13629226,6296
9048,"Horror Movies","The Vault",2017,"9736",4029982,6790
4516,"Comedies","Time Please",2013,"7131",10679284,3053
5789,"Comedies","Yanda Kartavya Aahe",2006,"9474",17080819,7905
7570,"Dramas","Autohead",2016,"8794",4167311,4658
8055,"Children & Family Movies","Bee Movie",2007,"2198",18713637,9885
6866,"Dramas","Headwinds",2011,"1628",17823831,8759
3593,"Comedies","Hurricane Bianca",2016,"4092",15124448,2254
4524,"Dramas","Radiopetti",2015,"3846",14762940,2648
9091,"Dramas","Saheb Bibi Golaam",2016,"5473",10001193,8932
9279,"Documentaries","The Land of the Enlightened",2016,"9906",16532368,9614
9426,"Dramas","Udta Punjab",2016,"2641",2571362,5955
3177,"Movies","Power Rangers Super Megaforce: The Legendary Battle (Extended)",2014,"6336",18610200,4645
5802,"Children & Family Movies","Power Rangers: Megaforce: The Robo Knight Before Christmas",2013,"9480",19824275,8534
3016,"Dramas","To and From New York",2006,"3613",1204803,2569
2136,"Children & Family Movies","God Bless the Broken Road",2018,"2739",1917786,4282
2890,"Documentaries","Seeing Allred",2018,"3915",19547101,4811
6968,"Horror Movies","The Ritual",2018,"9521",11150165,9645
7155,"Comedies","When We First Met",2018,"4563",14060005,8909
9191,"Horror Movies","Don't Knock Twice",2016,"7453",18995235,4763
7479,"Dramas","High Flying Bird",2019,"6504",1334299,6371
8517,"Children & Family Movies","Incredibles 2 (Spanish Version)",2018,"4461",18257192,9290
7394,"Children & Family Movies","Kevin Hart's Guide to Black History",2019,"5339",4533553,5568
3916,"Documentaries","ReMastered: The Two Killings of Sam Cooke",2019,"6885",10229923,3961
8819,"Dramas","The Tree of Blood",2018,"4381",11858368,7662
1893,"Action & Adventure","6 Days",2017,"5132",8345465,8741
5234,"Children & Family Movies","Blinky Bill: The Movie",2015,"8939",16213344,3223
8474,"Comedies","Happy Times",2014,"5368",3029314,7338
9601,"Children & Family Movies","Jack and the Cuckoo-Clock Heart",2013,"9173",13551818,3878
8123,"Comedies","Lez Bomb",2018,"9813",9332761,3800
2205,"Comedies","Michael Bolton's Big, Sexy Valentine's Day Special",2017,"9524",15813789,6625
5591,"Action & Adventure","Di Renjie zhi Sidatianwang",2018,"3196",14893575,5589
3331,"Comedies","The Confirmation",2016,"6960",18557443,4324
8919,"Music & Musicals","Fred Armisen: Standup For Drummers",2018,"3067",12264603,2659
8107,"Comedies","Welcome to Willits",2017,"1972",14741086,7099
1706,"Children & Family Movies","Woody Woodpecker",2017,"9881",2401567,6521
2374,"Dramas","Lila & Eve",2015,"4251",11951217,7251
7714,"Stand-Up Comedy","Ray Romano: Right Here, Around the Corner",2019,"3997",5168004,4843
8358,"Dramas","Princess Cyd",2017,"5709",16621269,4031
1887,"Action & Adventure","The Cloverfield Paradox",2018,"1461",7277765,7210
3120,"Dramas","Thumper",2017,"9397",6618671,2207
9874,"Action & Adventure","The Lovers",2015,"2835",3386259,7345
8956,"Stand-Up Comedy","Hannibal Buress: Comedy Camisado",2016,"3067",13640615,7686
9247,"Action & Adventure","El último testigo",2012,"9574",17976598,5780
1853,"Horror Movies","The Charnel House",2016,"6001",17180242,4691
5044,"Dramas","French Dirty",2015,"7353",9401760,9651
3359,"Stand-Up Comedy","Daniel Sosa: Sosafado",2017,"5041",1319975,4540
5371,"Dramas","Imperial Dreams",2014,"9745",16145841,3851
5161,"Documentaries","Billy Graham: An Extraordinary Journey",2018,"1880",5024579,8514
4549,"Dramas","Mine",2016,"2960",9614201,6425
7098,"Dramas","Quién te cantará",2018,"1070",5721260,6901
7128,"Documentaries","The Rebound",2016,"9066",19240265,3830
5364,"Comedies","Big Bear",2017,"8430",4880065,3405
1903,"Dramas","반드시 잡는다",2017,"1555",5213247,4589
8627,"Documentaries","Be Here Now",2015,"8051",7824890,7040
3427,"Stand-Up Comedy","Mike Birbiglia: Thank God for Jokes",2017,"2418",6068375,8627
7164,"Dramas","People You May Know",2016,"2120",15141980,8402
6448,"Dramas","A Second Chance",2015,"3612",10958811,9941
7722,"Action & Adventure","Beauty and the Bestie",2015,"6014",7585115,4750
5774,"Comedies","Bride For Rent",2014,"4735",17502013,9739
9869,"Comedies","Can't Help Falling in Love",2017,"4735",9750449,4755
2355,"Dramas","Evening Shadows",2018,"2921",18394890,4635
5941,"Comedies","Four Sisters and a Wedding",2013,"3612",13201813,8900
2104,"Comedies","Girl, Boy, Bakla, Tomboy",2013,"6014",8524419,6652
6247,"Comedies","It Takes a Man and a Woman",2013,"3612",1704685,2400
4413,"Dramas","My Ex & Whys",2017,"3612",9200391,5816
1800,"Dramas","Rise: Ini Kalilah",2018,"2303",2675360,2649
4131,"Dramas","She's Dating the Gangster",2014,"3612",11013311,6685
7694,"Dramas","The Breakup Playlist",2015,"8887",7227172,2529
3284,"Dramas","The Mistress",2012,"6399",8528273,7348
7066,"Comedies","The Only Mother To You All",2008,"6014",13512088,4441
2535,"Comedies","You Changed My Life",2009,"3612",14940721,2616
4818,"Comedies","You're My Boss",2015,"1799",17805399,7848
5805,"Stand-Up Comedy","Marlon Wayans: Woke-ish",2018,"9311",13250722,4787
8890,"Action & Adventure","Force 2",2016,"8714",2944583,5867
2982,"Stand-Up Comedy","Ralphie May: Unruly",2015,"2997",8318726,3909
1977,"Comedies","Our Idiot Brother",2011,"4762",9031928,3221
4311,"Stand-Up Comedy","Zach Galifianakis: Live at the Purple Onion",2006,"9944",8962028,8159
1634,"Comedies","People You May Know",2017,"5800",2325754,6367
1633,"Dramas","The Heyday of the Insensitive Bastards",2017,"5129",16557506,9153
6885,"Horror Movies","The Rift: The Dark Side of the Moon",2016,"5056",15532625,3402
3828,"Dramas","Jonas",2015,"4813",13269452,6850
3572,"Action & Adventure","Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"7656",2413926,5893
8776,"Independent Movies","Blue Ruin",2013,"6296",18369759,4466
9314,"Children & Family Movies","Dolphin Tale 2",2014,"1077",17271105,9973
7048,"Dramas","Life of An Outcast",2018,"3092",16519232,3714
7118,"Horror Movies","Veronica",2017,"5801",1442611,8304
3625,"Action & Adventure","Operações Especiais",2015,"2390",2610074,7658
9138,"Action & Adventure","Ghost Pain",2013,"4401",3728452,7134
4905,"Action & Adventure","Ghost Tears",2014,"4401",14603291,6560
6733,"Action & Adventure","Ghost Whispers",2013,"4401",4572659,9129
4197,"Dramas","I Don't Feel at Home in This World Anymore",2017,"7559",3969041,8576
8197,"Children & Family Movies","Marvel Super Hero Adventures: Frost Fight!",2015,"3818",4023215,5119
2928,"Dramas","The Photographer Of Mauthausen",2018,"1747",1603113,9687
1923,"Sci-Fi & Fantasy","Mute",2018,"2455",17026918,5418
8005,"Action & Adventure","Kill Command",2016,"6706",7449788,5444
2505,"Stand-Up Comedy","Bert Kreischer: The Machine",2016,"1650",11159274,3787
4142,"Dramas","Firebrand",2019,"1350",13992797,2494
7223,"Comedies","Paddleton",2019,"5924",15737294,6196
7925,"Dramas","Paris Is Us",2019,"8506",15702881,5943
5226,"Dramas","Shonar Pahar",2018,"3103",11372397,4613
9336,"Action & Adventure","The Prince",2014,"8769",12110106,8929
3475,"Documentaries","The Unknown Known",2013,"4399",9295874,6192
5598,"Dramas","Trespass Against Us",2016,"3397",12557785,4046
6288,"Children & Family Movies","Magnus",2016,"9998",13971538,4288
8292,"Documentaries","Secrets of Chatsworth",2013,"3983",15992928,2902
3500,"Documentaries","Secrets of Henry VIII's Palace: Hampton Court",2013,"6816",13275400,4248
9064,"Documentaries","Secrets of Her Majesty's Secret Service",2014,"8726",19632122,7034
7803,"Documentaries","Secrets of Highclere Castle",2013,"6649",7319976,4889
5588,"Documentaries","Secrets of the Tower of London",2013,"6649",16225485,2918
4773,"Dramas","The Drug King",2018,"9874",8310877,4935
8247,"Dramas","The Intent 2: The Come Up",2018,"6307",18982806,9841
5125,"Dramas","Forgotten",2017,"7980",14037228,9855
